,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
306,0.595,0.801,0,-4.908,1,0.165,0.281,0.0139,0.0863,0.864,138.952
307,0.749,0.842,0,-5.714,1,0.0292,0.0265,0.00888,0.254,0.697,125.06
308,0.725,0.455,0,-10.154,1,0.0313,0.227,0.0615,0.128,0.437,129.987
309,0.804,0.78,9,-6.354,0,0.0407,0.132,0.0339,0.213,0.508,110.001
310,0.794,0.684,3,-8.167,0,0.313,0.783,0.0933,0.088,0.465,124.932
311,0.686,0.794,8,-8.918,1,0.0359,0.017,0.48,0.0694,0.471,122.005
312,0.597,0.647,4,-10.04,0,0.032,0.539,0.735,0.371,0.039,120.994
313,0.513,0.381,11,-10.024,0,0.0363,0.05,0.0014,0.0919,0.409,118.066
314,0.629,0.515,10,-10.128,0,0.0785,0.172,0.133,0.144,0.27,191.706
315,0.483,0.851,11,-3.674,0,0.0693,0.00632,0.000277,0.141,0.202,92.94
316,0.612,0.887,9,-7.76,0,0.0339,0.243,0.769,0.188,0.863,128.001
317,0.612,0.69,7,-6.609,0,0.0585,0.0926,0.0,0.158,0.456,94.135
318,0.74,0.604,4,-5.892,0,0.137,0.56,0.102,0.0734,0.635,88.007
319,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966
320,0.724,0.68,1,-8.98,1,0.0613,0.0149,0.809,0.112,0.669,153.032
321,0.632,0.691,9,-5.226,0,0.0603,0.00604,0.00149,0.19,0.0768,116.028
322,0.791,0.753,1,-5.959,0,0.0377,0.0888,0.0141,0.114,0.646,124.998
323,0.404,0.626,11,-9.804,0,0.0498,0.403,0.734,0.183,0.366,129.804
324,0.732,0.651,9,-8.048,0,0.0453,0.0289,0.0393,0.0906,0.461,115.002
325,0.658,0.369,0,-8.843,1,0.102,0.47,0.00101,0.11,0.28,170.077
326,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013
327,0.823,0.558,4,-10.691,0,0.043,0.341,0.000427,0.143,0.769,119.988
328,0.548,0.671,9,-8.471,0,0.0374,0.000882,0.131,0.839,0.52,122.008
329,0.699,0.618,10,-10.751,0,0.0445,0.147,0.371,0.416,0.276,119.998
330,0.73,0.735,7,-10.572,1,0.0548,0.0768,0.164,0.338,0.693,104.77
331,0.719,0.455,5,-14.194,0,0.0858,0.929,0.00147,0.125,0.116,116.02
332,0.314,0.348,10,-7.773,0,0.0321,0.0407,0.00705,0.12,0.0915,68.492
333,0.837,0.457,9,-8.274,1,0.0519,0.162,0.0371,0.0865,0.654,99.03
334,0.668,0.629,0,-8.86,0,0.0424,0.128,1.57e-05,0.0913,0.449,90.011
335,0.732,0.634,3,-8.343,1,0.0405,0.0791,0.0177,0.234,0.687,123.925
336,0.476,0.505,2,-9.965,0,0.052,0.858,0.00259,0.113,0.272,77.088
337,0.69,0.807,9,-5.909,1,0.0429,0.0348,0.803,0.115,0.619,115.004
338,0.631,0.879,9,-3.917,0,0.038,0.0101,0.0029,0.109,0.403,119.994
339,0.628,0.484,5,-11.867,0,0.0249,0.548,0.909,0.119,0.297,104.993
340,0.546,0.935,0,-5.073,0,0.303,0.0351,0.159,0.0923,0.449,160.058
341,0.78,0.832,9,-9.196,0,0.0523,0.033,0.809,0.115,0.966,121.017
342,0.486,0.607,2,-8.392,0,0.0293,0.000802,0.143,0.537,0.142,138.013
343,0.441,0.659,7,-8.381,1,0.136,0.0196,0.00177,0.0595,0.531,164.65
344,0.709,0.8,10,-6.141,0,0.0477,0.185,0.865,0.111,0.211,124.977
345,0.528,0.608,2,-7.071,0,0.0283,0.0364,0.0194,0.112,0.0946,144.973
346,0.477,0.433,0,-9.136,1,0.0786,0.139,0.0439,0.139,0.0791,63.247
347,0.853,0.56,2,-5.931,0,0.0365,0.139,0.000251,0.289,0.961,107.001
348,0.843,0.64,0,-6.844,1,0.0954,0.0173,0.0162,0.12,0.478,124.003
349,0.342,0.959,5,-4.708,0,0.0474,0.000327,0.557,0.395,0.449,96.984
350,0.377,0.771,2,-6.143,0,0.0898,0.0126,0.00829,0.261,0.279,128.555
351,0.703,0.461,2,-6.283,1,0.0329,0.518,0.000129,0.105,0.436,95.045
352,0.652,0.751,5,-6.102,1,0.0269,0.0125,0.00031,0.305,0.957,142.875
353,0.609,0.966,7,-4.006,1,0.101,0.000111,1.5e-06,0.0741,0.71,112.535
354,0.309,0.878,4,-7.878,1,0.0998,0.00013,0.129,0.126,0.526,150.048
355,0.279,0.619,9,-8.097,0,0.0474,0.097,0.000607,0.0908,0.208,128.524
356,0.724,0.97,9,-3.33,1,0.113,0.0547,0.24,0.159,0.802,158.031
357,0.674,0.669,5,-8.009,0,0.0326,0.109,0.803,0.0975,0.438,101.03
358,0.371,0.202,0,-13.278,1,0.0464,0.87,0.000716,0.0983,0.0681,74.854
359,0.592,0.701,7,-5.625,1,0.0474,0.000374,8.13e-06,0.812,0.531,118.961
360,0.587,0.823,1,-4.852,1,0.0456,0.104,4.91e-05,0.0998,0.73,156.048
361,0.605,0.731,10,-6.938,1,0.0265,0.00391,0.25,0.368,0.638,123.986
362,0.38,0.606,4,-8.372,0,0.0406,0.0849,0.00776,0.0731,0.421,174.447
363,0.524,0.721,0,-7.203,1,0.0357,0.0169,0.388,0.069,0.597,146.006
364,0.66,0.722,9,-7.109,1,0.037,0.00291,0.63,0.0861,0.765,142.995
365,0.611,0.441,0,-9.502,1,0.0535,0.533,0.278,0.128,0.867,82.491
366,0.518,0.863,5,-7.689,0,0.196,0.00201,0.534,0.232,0.394,160.036
367,0.605,0.455,0,-6.606,1,0.031,0.0995,0.0,0.104,0.679,190.77
368,0.785,0.618,0,-6.403,1,0.06,0.0126,0.000407,0.0656,0.677,120.049
369,0.548,0.576,0,-7.374,1,0.0307,0.418,0.282,0.145,0.623,90.01
370,0.628,0.507,2,-13.398,0,0.0278,0.102,0.518,0.347,0.519,140.024
371,0.671,0.683,7,-5.271,1,0.0965,0.135,0.00107,0.0534,0.809,164.943
372,0.367,0.979,2,-3.067,1,0.104,0.00224,0.0,0.0742,0.281,169.978
373,0.401,0.898,7,-6.887,1,0.0513,3.71e-05,0.000586,0.113,0.2,167.989
374,0.534,0.758,11,-11.096,1,0.0443,0.0164,0.745,0.329,0.402,96.02
375,0.561,0.699,11,-4.702,0,0.0281,0.0268,0.0,0.318,0.359,94.024
376,0.351,0.758,7,-7.98,1,0.029,3.47e-06,0.836,0.0915,0.545,154.089
377,0.476,0.867,5,-3.982,1,0.037,0.00327,3.42e-06,0.0962,0.466,110.026
378,0.45,0.817,8,-4.13,0,0.0299,0.012,0.0,0.382,0.735,163.977
379,0.672,0.52,4,-11.797,0,0.0311,0.221,0.949,0.465,0.566,122.01
380,0.469,0.694,2,-5.174,1,0.0351,0.00162,0.000132,0.282,0.36,110.183
381,0.347,0.719,1,-7.101,1,0.0306,0.0882,0.00493,0.115,0.288,167.788
382,0.415,0.766,4,-8.946,1,0.0362,1.79e-05,0.00218,0.367,0.257,109.972
383,0.438,0.858,11,-4.062,1,0.0347,2.26e-05,0.000111,0.0792,0.55,132.021
384,0.547,0.88,7,-4.562,1,0.0442,0.0102,0.0,0.0884,0.44,134.981
385,0.332,0.378,8,-12.176,1,0.0374,0.0924,0.138,0.241,0.0537,120.062
386,0.563,0.817,8,-5.515,0,0.033,0.00872,0.0,0.0641,0.79,103.051
387,0.46,0.883,9,-5.376,0,0.148,0.0021,0.914,0.564,0.28,76.966
388,0.155,0.333,7,-11.266,1,0.033,0.459,0.000922,0.148,0.0759,145.572
389,0.549,0.839,9,-5.87,0,0.0343,0.000449,0.0347,0.458,0.396,114.998
390,0.511,0.964,11,-4.725,0,0.153,0.0134,0.0,0.171,0.641,163.895
391,0.356,0.893,1,-4.796,1,0.0433,9.31e-05,0.101,0.0899,0.607,129.815
392,0.598,0.81,0,-7.582,1,0.0293,0.227,0.00267,0.402,0.866,158.037
393,0.597,0.791,1,-3.379,1,0.0428,0.0109,0.0,0.0821,0.893,169.992
394,0.48,0.899,10,-3.018,0,0.0581,0.00328,0.0,0.0953,0.302,93.505
395,0.409,0.969,1,-2.423,0,0.0706,0.00435,0.000124,0.0602,0.5,166.02
396,0.812,0.209,0,-16.572,1,0.0919,0.612,0.803,0.146,0.316,130.993
397,0.696,0.799,5,-4.649,0,0.0323,0.0676,0.0,0.0465,0.786,133.842
398,0.582,0.688,0,-3.576,1,0.031,0.00844,0.0,0.0768,0.645,91.038
399,0.25,0.782,7,-4.682,1,0.0502,0.000449,0.0885,0.204,0.339,134.65
400,0.594,0.748,4,-10.576,1,0.0513,0.794,0.801,0.0762,0.507,169.996
401,0.519,0.864,9,-3.678,1,0.0402,0.0142,0.00242,0.056,0.488,129.958
402,0.544,0.882,9,-4.795,0,0.103,0.000362,0.0,0.575,0.713,143.335
403,0.884,0.496,6,-10.063,0,0.0901,0.21,0.603,0.114,0.662,109.946
404,0.639,0.95,2,-3.313,1,0.0609,3.91e-05,0.494,0.0605,0.898,150.05
405,0.594,0.741,1,-6.198,1,0.0509,0.0243,0.00642,0.39,0.517,116.958
406,0.321,0.862,11,-5.713,0,0.0686,0.00427,0.000272,0.319,0.427,178.995
407,0.611,0.4,2,-11.388,1,0.026,0.456,0.00137,0.0871,0.263,127.3
408,0.258,0.923,2,-7.66,1,0.0797,2.29e-05,0.833,0.185,0.469,167.726
409,0.496,0.832,8,-6.609,1,0.0382,8.3e-05,0.000663,0.0917,0.681,151.947
410,0.33,0.546,2,-8.665,1,0.0384,0.017,0.000201,0.234,0.106,155.836
411,0.483,0.279,1,-13.051,1,0.0329,0.075,0.0359,0.238,0.032,95.004
412,0.475,0.762,11,-7.452,0,0.0391,0.0018,0.0493,0.285,0.619,113.682
413,0.416,0.962,8,-3.66,1,0.0491,6.59e-06,0.0113,0.105,0.365,130.972
414,0.166,0.935,5,-3.5,1,0.0804,0.000345,0.0,0.205,0.245,126.93
415,0.548,0.788,10,-13.195,0,0.0353,0.168,0.767,0.13,0.957,148.043
416,0.549,0.864,4,-3.826,1,0.0342,0.000105,0.00718,0.153,0.488,127.052
417,0.449,0.739,7,-6.717,1,0.0354,0.356,0.0084,0.114,0.564,120.845
418,0.318,0.815,1,-6.77,1,0.0413,0.000978,0.041,0.0941,0.346,135.266
419,0.395,0.562,2,-10.383,1,0.0811,0.467,4.13e-06,0.143,0.363,103.909
420,0.358,0.795,2,-7.169,0,0.0892,0.128,0.0,0.296,0.406,161.358
421,0.312,0.804,0,-4.906,1,0.0557,0.0186,0.0,0.0558,0.355,144.029
422,0.419,0.977,1,-1.27,1,0.0416,0.00144,5.31e-06,0.0598,0.8,195.001
423,0.419,0.874,4,-5.6,0,0.0346,0.00144,5.05e-05,0.145,0.62,79.506
424,0.304,0.91,2,-6.096,0,0.117,0.0524,3.61e-05,0.111,0.305,118.794
425,0.895,0.667,0,-4.935,0,0.0298,0.135,0.00279,0.0993,0.855,96.018
426,0.495,0.948,9,-3.295,0,0.0527,9.8e-06,1.94e-06,0.0891,0.418,90.021
427,0.494,0.581,5,-5.659,0,0.0395,0.0111,0.0,0.3,0.772,164.852
428,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379
429,0.307,0.865,2,-5.647,0,0.074,0.0379,3.37e-05,0.151,0.126,134.464
430,0.619,0.522,4,-15.593,0,0.102,0.282,0.00476,0.267,0.37,142.94
431,0.656,0.869,11,-7.419,1,0.0406,0.0121,0.00331,0.347,0.656,104.178
432,0.648,0.937,2,-3.977,1,0.0892,0.000539,0.0,0.0555,0.679,91.469
433,0.644,0.911,6,-6.331,1,0.033,0.000402,0.000103,0.117,0.631,131.997
434,0.754,0.496,0,-8.7,1,0.0351,0.00539,0.000152,0.0871,0.341,119.186
435,0.469,0.725,1,-5.058,1,0.0356,0.00353,0.0,0.0983,0.835,142.34
436,0.67,0.696,7,-4.935,1,0.0294,0.0847,8.09e-05,0.0939,0.312,97.021
437,0.522,0.965,7,-3.39,0,0.123,0.00033,1.71e-06,0.151,0.554,156.987
438,0.71,0.811,3,-4.079,1,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048
439,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059
440,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131
441,0.645,0.948,0,-6.614,1,0.0664,0.00527,0.0,0.33,0.369,111.571
442,0.642,0.766,2,-6.82,0,0.0401,0.0407,0.000103,0.0593,0.593,134.185
443,0.381,0.746,10,-6.598,0,0.0407,0.000172,0.00101,0.111,0.263,141.518
444,0.725,0.885,10,-3.529,1,0.0522,0.424,0.0,0.0592,0.875,124.595
445,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293
446,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915
447,0.669,0.636,1,-5.676,1,0.0307,0.00385,4.98e-05,0.142,0.341,112.1
448,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
449,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094
450,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271
451,0.597,0.895,3,-4.313,1,0.246,0.00856,0.0,0.154,0.273,139.83
452,0.551,0.86,8,-5.13,0,0.0303,0.000441,0.00442,0.0807,0.594,128.873
453,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728
454,0.637,0.658,2,-5.775,1,0.0291,0.00918,0.00229,0.295,0.328,96.072
455,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56
456,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
457,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352
458,0.582,0.879,4,-3.6,0,0.0345,0.0139,2.13e-05,0.185,0.773,114.014
459,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981
460,0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443
461,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52
462,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88
463,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169
464,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174
465,0.687,0.565,7,-9.613,1,0.0316,0.0682,0.599,0.101,0.613,97.084
466,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
467,0.484,0.911,11,-4.645,1,0.0494,0.022,8.03e-06,0.193,0.947,184.882
468,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
469,0.489,0.883,4,-4.986,0,0.0306,0.000736,3.01e-05,0.369,0.518,131.749
470,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
471,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145
472,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928
473,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25
474,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556
475,0.485,0.739,9,-5.963,1,0.0478,5.7e-05,0.362,0.44,0.466,145.064
476,0.563,0.536,10,-9.488,1,0.0286,0.0874,0.000105,0.164,0.312,81.094
477,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257
478,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734
479,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968
480,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373
481,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691
482,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143
483,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105
484,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671
485,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928
486,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511
487,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785
488,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116
489,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
490,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376
491,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505
492,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
493,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999
494,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125
495,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
496,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269
497,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018
498,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726
499,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539
500,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198
501,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794
502,0.328,0.904,3,-5.063,0,0.0455,4.23e-05,0.0591,0.11,0.518,186.253
503,0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59
504,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
505,0.375,0.93,11,-5.212,0,0.071,0.00252,5.41e-05,0.0826,0.611,164.217
506,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091
507,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009
508,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22
509,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267
510,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229
511,0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126
512,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453
513,0.678,0.643,2,-9.316,1,0.0444,0.24,0.0,0.0708,0.534,113.46
514,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193
515,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06
516,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647
517,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
518,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0
519,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398
520,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455
521,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066
522,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342
523,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961
524,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596
525,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
526,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525
527,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046
528,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033
529,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028
530,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
531,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561
532,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598
533,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849
534,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065
535,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
536,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952
537,0.381,0.984,1,-2.42,1,0.0638,2.53e-05,6.91e-05,0.27,0.81,186.081
538,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115
539,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183
540,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152
541,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017
542,0.651,0.804,4,-6.264,0,0.0283,0.0095,0.00386,0.182,0.713,114.635
543,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751
544,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031
545,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452
546,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042
547,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99
548,0.51,0.506,0,-6.908,1,0.0455,0.0125,0.000342,0.196,0.716,170.91
549,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007
550,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
551,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975
552,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433
553,0.392,0.965,10,-4.441,0,0.063,6.97e-05,0.0427,0.106,0.298,167.094
554,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
555,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971
556,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
557,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904
558,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49
559,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873
560,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019
561,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68
562,0.491,0.966,4,-4.28,1,0.0538,5.59e-05,0.0,0.307,0.614,105.544
563,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009
564,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049
565,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008
566,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529
567,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781
568,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837
569,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04
570,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886
571,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917
572,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046
573,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078
574,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754
575,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827
576,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258
577,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594
578,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519
579,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956
580,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011
581,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306
582,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719
583,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867
584,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
585,0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4
586,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581
587,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754
588,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734
589,0.331,0.558,2,-5.506,1,0.031,0.0689,1.96e-06,0.124,0.0985,150.19
590,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826
591,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696
592,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083
593,0.442,0.951,11,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004
594,0.532,0.768,4,-8.698,0,0.0551,0.8,2.01e-05,0.377,0.698,116.026
595,0.541,0.904,7,-3.001,1,0.0435,0.00143,0.0,0.193,0.541,98.122
596,0.361,0.962,1,-2.943,1,0.0661,0.0103,0.00101,0.448,0.927,161.3
597,0.607,0.941,0,-6.163,1,0.0486,0.0217,0.071,0.119,0.414,144.04
598,0.398,0.89,1,-2.248,0,0.0473,0.0252,0.0,0.0472,0.572,95.095
599,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577
600,0.591,0.939,10,-4.911,0,0.0533,0.000156,0.0111,0.0882,0.856,150.249
601,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305
602,0.377,0.938,5,-4.9,1,0.0618,5.18e-05,0.58,0.0705,0.385,120.514
603,0.614,0.677,9,-8.317,0,0.0323,0.0193,0.52,0.108,0.716,126.482
604,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361
605,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989
606,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967
607,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312
608,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429
609,0.599,0.931,7,-4.653,1,0.0735,0.0302,6.69e-05,0.392,0.536,140.123
